Customer_ID,Transaction_History,Login_Activity,Purchase_Frequency,Last_Purchase_Date,Churn_Status
CUST_20075,19,30,45,4/20/2024 12:02,0
CUST_20076,9,3,40,12/2/2023 12:02,0
CUST_20077,28,19,24,2/2/2025 12:02,0
CUST_20078,14,13,30,6/8/2024 12:02,0
CUST_20079,27,4,11,7/24/2023 12:02,0
CUST_20080,18,13,14,9/6/2023 12:02,0
CUST_20081,42,15,22,12/31/2023 12:02,1
CUST_20082,41,6,3,8/8/2023 12:02,0
CUST_20083,6,18,29,6/19/2023 12:02,0
CUST_20084,33,22,48,9/15/2024 12:02,0
CUST_20085,37,8,46,4/7/2023 12:02,1
CUST_20086,42,9,8,12/26/2024 12:02,0
CUST_20087,25,29,49,1/11/2024 12:02,1
CUST_20088,13,20,7,5/14/2023 12:02,1
CUST_20089,23,21,24,9/17/2023 12:02,0
CUST_20090,36,24,5,6/29/2024 12:02,0
CUST_20091,33,26,20,4/30/2024 12:02,0
CUST_20092,21,2,5,2/25/2024 12:02,0
CUST_20093,34,10,49,10/5/2023 12:02,0
CUST_20094,36,2,6,10/23/2023 12:02,0
CUST_20095,17,9,28,8/7/2023 12:02,0
CUST_20096,10,27,15,12/5/2023 12:02,0
CUST_20097,23,22,59,11/1/2024 12:02,1
CUST_20098,44,26,26,4/10/2023 12:02,0
CUST_20099,2,9,53,5/15/2024 12:02,0
CUST_20100,35,13,45,1/22/2025 12:02,0
CUST_20101,14,10,21,4/30/2023 12:02,0
CUST_20102,47,7,21,3/3/2024 12:02,0
CUST_20103,45,13,9,8/17/2023 12:02,0
CUST_20104,41,5,47,11/18/2024 12:02,0
CUST_20105,2,12,44,5/24/2024 12:02,0
CUST_20106,19,9,41,12/5/2023 12:02,0
CUST_20107,16,9,56,8/3/2024 12:02,0
CUST_20108,43,18,10,3/27/2023 12:02,0
CUST_20109,44,24,48,1/13/2025 12:02,0
CUST_20110,25,8,25,9/25/2023 12:02,0
CUST_20111,1,18,21,2/24/2024 12:02,1
CUST_20112,2,10,34,4/15/2023 12:02,0
CUST_20113,48,23,31,5/31/2023 12:02,0
CUST_20114,27,1,2,3/14/2023 12:02,1
CUST_20115,2,21,42,8/21/2023 12:02,1
CUST_20116,30,21,40,3/13/2024 12:02,0
CUST_20117,10,10,16,10/15/2023 12:02,0
CUST_20118,19,5,35,1/10/2024 12:02,0
CUST_20119,42,18,49,7/12/2024 12:02,0
CUST_20120,16,30,50,2/19/2024 12:02,0
CUST_20121,13,19,31,7/19/2024 12:02,0
CUST_20122,48,13,12,7/15/2023 12:02,1
CUST_20123,50,6,54,8/30/2023 12:02,0
CUST_20124,8,17,23,5/12/2024 12:02,0
CUST_20125,50,30,42,5/19/2024 12:02,0
CUST_20126,31,28,44,12/19/2024 12:02,1
CUST_20127,45,22,38,9/7/2023 12:02,0
CUST_20128,25,14,17,7/19/2024 12:02,0
CUST_20129,39,6,44,7/19/2024 12:02,0
CUST_20130,21,23,14,11/13/2024 12:02,0
CUST_20131,50,25,33,7/6/2023 12:02,0
CUST_20132,38,16,48,6/21/2024 12:02,0
CUST_20133,41,9,48,7/12/2024 12:02,0
CUST_20134,29,4,6,8/3/2024 12:02,0
CUST_20135,6,18,23,10/23/2024 12:02,0
CUST_20136,18,5,48,1/18/2024 12:02,0
CUST_20137,49,1,49,1/17/2025 12:02,1
CUST_20138,44,29,31,7/12/2023 12:02,0
CUST_20139,35,15,40,1/11/2024 12:02,1
CUST_20140,27,12,5,8/27/2023 12:02,0
CUST_20141,5,14,3,7/7/2024 12:02,0
CUST_20142,7,28,38,10/20/2023 12:02,1
CUST_20143,10,29,53,6/9/2023 12:02,0
CUST_20144,10,21,28,1/17/2024 12:02,0
CUST_20145,28,12,31,6/9/2024 12:02,0
CUST_20146,36,26,58,11/16/2024 12:02,1
CUST_20147,10,13,54,4/25/2024 12:02,0
CUST_20148,50,3,17,5/17/2024 12:02,1
CUST_20149,35,14,22,7/13/2024 12:02,0
CUST_20150,35,23,47,9/21/2023 12:02,0
CUST_20151,37,7,13,12/31/2023 12:02,1
CUST_20152,48,3,49,11/28/2023 12:02,1
CUST_20153,20,21,44,4/6/2023 12:02,0
CUST_20154,13,9,21,5/12/2023 12:02,1
CUST_20155,11,4,47,3/24/2023 12:02,1
CUST_20156,45,2,21,4/25/2023 12:02,0
CUST_20157,19,3,6,2/10/2025 12:02,1
CUST_20158,28,27,10,8/23/2023 12:02,0
CUST_20159,38,1,58,5/25/2024 12:02,1
CUST_20160,45,5,40,12/2/2024 12:02,0
CUST_20161,4,9,14,7/11/2023 12:02,1
CUST_20162,37,18,23,3/29/2023 12:02,0
CUST_20163,19,13,7,7/1/2023 12:02,0
CUST_20164,37,19,24,4/10/2024 12:02,0
CUST_20165,14,19,15,3/8/2024 12:02,0
CUST_20166,31,7,23,9/25/2024 12:02,0
CUST_20167,28,28,5,1/9/2025 12:02,0
CUST_20168,36,26,41,9/26/2024 12:02,0
CUST_20169,44,7,20,11/14/2023 12:02,0
CUST_20170,38,15,52,5/8/2024 12:02,0
CUST_20171,19,27,10,7/3/2024 12:02,0
CUST_20172,42,17,57,12/13/2023 12:02,0
CUST_20173,1,3,23,1/4/2025 12:02,0
CUST_20174,23,17,49,2/19/2023 12:02,0
CUST_20175,28,25,27,5/13/2024 12:02,0
CUST_20176,48,30,51,10/4/2024 12:02,0
CUST_20177,4,30,43,1/22/2025 12:02,0
CUST_20178,41,23,46,5/4/2024 12:02,0
CUST_20179,18,14,60,12/17/2023 12:02,0
CUST_20180,49,29,60,11/27/2024 12:02,0
CUST_20181,47,5,31,8/25/2023 12:02,0
CUST_20182,39,7,54,3/14/2024 12:02,0
CUST_20183,25,19,6,7/31/2024 12:02,0
CUST_20184,18,19,48,5/21/2024 12:02,0
CUST_20185,6,1,13,10/23/2023 12:02,1
CUST_20186,19,21,28,12/11/2024 12:02,0
CUST_20187,12,23,16,10/21/2023 12:02,0
CUST_20188,25,19,17,9/1/2023 12:02,0
CUST_20189,35,21,46,8/28/2024 12:02,0
CUST_20190,1,26,57,11/19/2023 12:02,0
CUST_20191,5,17,47,9/7/2024 12:02,0
CUST_20192,1,30,31,12/27/2024 12:02,0
CUST_20193,8,23,10,2/13/2023 12:02,0
CUST_20194,39,29,31,4/7/2023 12:02,1
CUST_20195,47,27,59,9/25/2024 12:02,0
CUST_20196,43,15,39,2/6/2024 12:02,0
CUST_20197,18,8,42,2/15/2024 12:02,0
CUST_20198,46,8,6,5/11/2023 12:02,0
CUST_20199,9,1,46,4/11/2024 12:02,1
CUST_20200,5,20,20,4/27/2023 12:02,1
CUST_20201,4,9,49,6/24/2024 12:02,0
CUST_20202,44,2,41,5/30/2023 12:02,0
CUST_20203,29,1,21,2/5/2025 12:02,0
CUST_20204,1,16,16,11/7/2024 12:02,0
CUST_20205,30,22,25,7/18/2024 12:02,1
CUST_20206,45,30,39,7/2/2023 12:02,1
CUST_20207,1,29,36,10/14/2023 12:02,0
CUST_20208,3,13,43,8/14/2023 12:02,1
CUST_20209,22,27,34,9/25/2023 12:02,0
CUST_20210,8,11,8,3/14/2023 12:02,1
CUST_20211,18,1,14,4/14/2024 12:02,0
CUST_20212,25,6,57,8/22/2023 12:02,0
CUST_20213,48,1,49,11/18/2024 12:02,0
CUST_20214,20,6,23,9/10/2024 12:02,0
CUST_20215,31,9,12,5/20/2023 12:02,0
CUST_20216,30,13,20,3/9/2023 12:02,0
CUST_20217,16,16,60,12/6/2024 12:02,0
CUST_20218,2,21,24,10/30/2023 12:02,0
CUST_20219,17,20,13,10/13/2024 12:02,1
CUST_20220,10,24,33,11/24/2023 12:02,0
CUST_20221,7,4,34,12/23/2023 12:02,1
CUST_20222,42,20,58,8/8/2023 12:02,0
CUST_20223,9,11,32,6/22/2023 12:02,1
CUST_20224,17,13,42,3/24/2024 12:02,0
CUST_20225,9,25,55,9/20/2023 12:02,1
CUST_20226,9,1,29,10/3/2024 12:02,1
CUST_20227,37,28,27,6/11/2023 12:02,0
CUST_20228,24,3,38,6/21/2024 12:02,0
CUST_20229,39,11,13,7/9/2023 12:02,0
CUST_20230,11,20,49,7/8/2023 12:02,0
CUST_20231,8,8,22,11/5/2024 12:02,1
CUST_20232,25,1,7,6/28/2023 12:02,0
CUST_20233,46,19,7,3/4/2024 12:02,0
CUST_20234,2,14,29,4/21/2024 12:02,0
CUST_20235,10,30,40,5/8/2023 12:02,0
CUST_20236,24,18,14,2/8/2024 12:02,0
CUST_20237,48,6,54,6/3/2024 12:02,0
CUST_20238,16,28,60,7/11/2023 12:02,1
CUST_20239,19,9,2,7/3/2023 12:02,1
CUST_20240,31,26,7,1/27/2024 12:02,0
CUST_20241,11,29,17,11/8/2023 12:02,0
CUST_20242,6,9,33,2/5/2024 12:02,0
CUST_20243,6,15,22,8/8/2023 12:02,0
CUST_20244,32,26,14,12/16/2023 12:02,1
CUST_20245,39,5,54,12/12/2023 12:02,1
CUST_20246,48,19,1,2/10/2024 12:02,1
CUST_20247,13,24,8,11/14/2024 12:02,0
CUST_20248,3,9,41,11/17/2023 12:02,1
CUST_20249,41,9,8,7/22/2024 12:02,0
CUST_20250,35,27,59,4/2/2024 12:02,0
CUST_20251,38,17,29,3/11/2024 12:02,1
CUST_20252,17,28,17,9/13/2023 12:02,1
CUST_20253,3,15,27,3/27/2023 12:02,1
CUST_20254,34,26,45,7/5/2023 12:02,0
CUST_20255,12,21,8,6/24/2023 12:02,0
CUST_20256,24,29,53,9/22/2024 12:02,0
CUST_20257,6,10,6,3/23/2023 12:02,0
CUST_20258,42,28,51,3/4/2024 12:02,0
CUST_20259,11,9,44,6/2/2023 12:02,1
CUST_20260,48,27,30,12/3/2024 12:02,0
CUST_20261,27,19,23,2/5/2025 12:02,0
CUST_20262,48,7,15,11/25/2023 12:02,0
CUST_20263,24,25,60,3/4/2023 12:02,1
CUST_20264,18,30,41,11/21/2024 12:02,0
CUST_20265,27,13,14,9/17/2023 12:02,1
CUST_20266,41,2,27,5/16/2024 12:02,0
CUST_20267,21,18,3,8/19/2023 12:02,0
CUST_20268,34,21,12,6/13/2024 12:02,0
CUST_20269,33,8,43,10/12/2024 12:02,0
CUST_20270,48,26,3,8/22/2023 12:02,0
CUST_20271,18,21,40,1/9/2024 12:02,1
CUST_20272,3,8,1,6/1/2024 12:02,0
CUST_20273,24,20,17,12/21/2024 12:02,0
CUST_20274,1,9,59,1/9/2025 12:02,0
CUST_20275,6,13,18,1/15/2025 12:02,0
CUST_20276,19,20,10,12/6/2024 12:02,0
CUST_20277,22,21,59,3/13/2024 12:02,0
CUST_20278,43,28,12,4/7/2023 12:02,1
CUST_20279,8,12,17,12/1/2023 12:02,1
CUST_20280,5,28,22,8/25/2024 12:02,0
CUST_20281,9,7,42,12/30/2024 12:02,0
CUST_20282,47,25,14,12/7/2023 12:02,0
CUST_20283,21,21,41,10/8/2024 12:02,0
CUST_20284,28,30,8,7/9/2024 12:02,0
CUST_20285,46,23,51,12/23/2024 12:02,0
CUST_20286,4,13,17,7/19/2023 12:02,1
CUST_20287,24,13,15,3/10/2023 12:02,0
CUST_20288,8,4,6,5/24/2023 12:02,1
CUST_20289,17,2,7,2/10/2024 12:02,1
CUST_20290,34,2,50,12/8/2023 12:02,1
CUST_20291,20,5,59,8/28/2023 12:02,0
CUST_20292,16,2,32,8/11/2024 12:02,0
CUST_20293,10,30,48,9/14/2024 12:02,0
CUST_20294,34,15,43,7/20/2024 12:02,0
CUST_20295,43,2,59,9/17/2023 12:02,1
CUST_20296,10,2,9,9/19/2024 12:02,0
CUST_20297,30,20,20,12/15/2024 12:02,0
CUST_20298,30,8,42,2/23/2024 12:02,1
CUST_20299,25,23,45,7/13/2024 12:02,0
CUST_20300,46,5,39,10/27/2023 12:02,1
CUST_20301,43,16,2,10/17/2023 12:02,0
CUST_20302,41,23,18,9/10/2023 12:02,1
CUST_20303,7,22,38,11/19/2023 12:02,1
CUST_20304,47,24,2,10/16/2023 12:02,0
CUST_20305,20,14,15,4/19/2024 12:02,1
CUST_20306,17,8,11,8/1/2023 12:02,0
CUST_20307,3,23,3,10/12/2024 12:02,0
CUST_20308,47,21,9,3/20/2024 12:02,1
CUST_20309,46,22,45,8/17/2023 12:02,0
CUST_20310,40,11,43,11/8/2023 12:02,1
CUST_20311,36,11,23,5/13/2024 12:02,0
CUST_20312,26,26,45,10/6/2023 12:02,1
CUST_20313,10,8,43,11/12/2024 12:02,1
CUST_20314,34,23,10,4/14/2023 12:02,1
CUST_20315,14,16,37,11/18/2024 12:02,0
CUST_20316,8,21,24,4/9/2023 12:02,0
CUST_20317,27,26,59,11/15/2023 12:02,0
CUST_20318,10,8,32,3/30/2024 12:02,0
CUST_20319,50,20,4,7/1/2023 12:02,0
CUST_20320,15,29,39,6/19/2024 12:02,0
CUST_20321,37,22,7,6/1/2023 12:02,1
CUST_20322,22,20,29,8/12/2024 12:02,0
CUST_20323,45,12,45,1/25/2024 12:02,0
CUST_20324,50,5,46,2/2/2025 12:02,0
CUST_20325,31,26,60,11/30/2024 12:02,0
CUST_20326,2,3,29,3/17/2023 12:02,1
CUST_20327,45,18,9,2/28/2023 12:02,1
CUST_20328,31,27,55,7/8/2023 12:02,1
CUST_20329,14,1,42,11/21/2024 12:02,1
CUST_20330,10,19,46,3/27/2023 12:02,0
CUST_20331,30,13,2,9/12/2024 12:02,0
CUST_20332,36,11,3,3/19/2023 12:02,1
CUST_20333,47,1,41,9/22/2024 12:02,0
CUST_20334,40,30,28,8/2/2023 12:02,0
CUST_20335,15,22,20,3/3/2023 12:02,1
CUST_20336,14,27,42,7/4/2023 12:02,0
CUST_20337,31,18,4,8/6/2024 12:02,0
CUST_20338,29,19,58,1/16/2024 12:02,0
CUST_20339,27,13,30,10/7/2023 12:02,1
CUST_20340,21,8,31,7/27/2024 12:02,0
CUST_20341,9,21,41,5/6/2024 12:02,0
CUST_20342,20,28,22,9/2/2023 12:02,0
CUST_20343,35,18,9,1/4/2024 12:02,0
CUST_20344,15,2,9,7/17/2024 12:02,0
CUST_20345,24,19,31,8/16/2023 12:02,1
CUST_20346,49,19,16,6/19/2024 12:02,0
CUST_20347,16,24,35,7/26/2023 12:02,0
CUST_20348,36,5,22,8/23/2024 12:02,0
CUST_20349,11,8,46,11/18/2024 12:02,0
CUST_20350,8,20,54,11/23/2023 12:02,0
CUST_20351,3,25,52,5/24/2024 12:02,0
CUST_20352,19,3,59,8/4/2024 12:02,0
CUST_20353,46,2,31,1/27/2025 12:02,0
CUST_20354,41,6,13,5/27/2024 12:02,0
CUST_20355,3,27,28,2/28/2024 12:02,0
CUST_20356,36,16,49,11/22/2024 12:02,0
CUST_20357,25,15,51,9/19/2024 12:02,0
CUST_20358,36,4,39,8/24/2023 12:02,1
CUST_20359,11,2,59,8/24/2024 12:02,1
CUST_20360,16,14,39,5/18/2023 12:02,0
CUST_20361,17,6,7,6/28/2023 12:02,0
CUST_20362,42,20,58,3/18/2023 12:02,1
CUST_20363,24,26,25,5/13/2024 12:02,0
CUST_20364,17,27,58,12/3/2023 12:02,1
CUST_20365,48,20,48,8/29/2024 12:02,0
CUST_20366,20,29,1,2/10/2024 12:02,0
CUST_20367,22,26,50,8/25/2023 12:02,0
CUST_20368,6,4,46,6/2/2023 12:02,1
CUST_20369,7,20,35,10/24/2024 12:02,0
CUST_20370,14,24,11,12/14/2024 12:02,0
CUST_20371,11,1,34,12/25/2023 12:02,0
CUST_20372,12,25,18,11/6/2023 12:02,1
CUST_20373,46,14,31,3/4/2024 12:02,1
CUST_20374,5,3,60,1/11/2024 12:02,1
CUST_20375,5,21,16,9/11/2023 12:02,0
CUST_20376,20,21,51,12/6/2024 12:02,0
CUST_20377,15,4,46,3/3/2023 12:02,1
CUST_20378,26,20,30,9/4/2023 12:02,1
CUST_20379,33,23,55,12/8/2023 12:02,0
CUST_20380,30,14,37,9/26/2023 12:02,0
CUST_20381,24,20,25,7/1/2023 12:02,1
CUST_20382,23,26,28,2/13/2023 12:02,0
CUST_20383,9,19,24,10/15/2023 12:02,0
CUST_20384,3,27,34,10/7/2024 12:02,1
CUST_20385,36,9,21,2/14/2023 12:02,0
CUST_20386,48,14,49,10/26/2024 12:02,0
CUST_20387,7,4,51,2/8/2024 12:02,0
CUST_20388,22,4,11,6/4/2024 12:02,0
CUST_20389,14,26,53,3/2/2023 12:02,0
CUST_20390,48,12,57,8/31/2024 12:02,0
CUST_20391,29,8,27,10/22/2023 12:02,1
CUST_20392,50,28,9,2/13/2023 12:02,1
CUST_20393,16,16,16,4/26/2024 12:02,0
CUST_20394,48,11,51,2/8/2025 12:02,0
CUST_20395,34,7,11,2/13/2024 12:02,0
CUST_20396,10,20,14,6/15/2024 12:02,1
CUST_20397,7,14,43,3/31/2023 12:02,0
CUST_20398,25,24,15,4/20/2023 12:02,0
CUST_20399,27,10,22,6/9/2023 12:02,0
CUST_20400,15,2,42,11/11/2024 12:02,0
CUST_20401,32,29,42,9/16/2023 12:02,1
CUST_20402,28,13,22,3/31/2024 12:02,0
CUST_20403,9,9,25,11/14/2024 12:02,0
CUST_20404,7,18,22,7/27/2023 12:02,0
CUST_20405,16,30,3,12/27/2024 12:02,0
CUST_20406,26,10,39,11/23/2023 12:02,0
CUST_20407,35,14,30,8/4/2023 12:02,1
CUST_20408,17,30,1,11/14/2023 12:02,0
CUST_20409,23,3,45,12/15/2024 12:02,0
CUST_20410,8,29,51,6/25/2024 12:02,0
CUST_20411,2,22,3,1/12/2024 12:02,1
CUST_20412,31,7,47,10/9/2023 12:02,0
CUST_20413,32,25,17,8/16/2023 12:02,1
CUST_20414,29,24,33,2/1/2025 12:02,0
CUST_20415,3,11,13,6/12/2024 12:02,0
CUST_20416,8,6,56,11/6/2023 12:02,0
CUST_20417,2,15,8,3/14/2023 12:02,1
CUST_20418,31,15,32,4/3/2023 12:02,0
CUST_20419,49,8,57,10/10/2023 12:02,0
CUST_20420,37,27,26,2/19/2024 12:02,0
CUST_20421,20,29,6,4/18/2024 12:02,0
CUST_20422,29,27,12,2/14/2023 12:02,1
CUST_20423,17,21,8,12/5/2023 12:02,1
CUST_20424,10,26,29,4/23/2024 12:02,0
CUST_20425,41,26,20,8/27/2023 12:02,1
CUST_20426,22,13,45,1/31/2025 12:02,0
CUST_20427,6,30,13,5/5/2023 12:02,0
CUST_20428,43,12,45,9/3/2024 12:02,0
CUST_20429,34,12,53,7/11/2023 12:02,0
CUST_20430,31,9,8,5/23/2023 12:02,0
CUST_20431,12,20,18,9/16/2023 12:02,1
CUST_20432,12,17,26,12/25/2023 12:02,0
CUST_20433,16,15,20,10/1/2023 12:02,1
CUST_20434,25,13,33,1/12/2024 12:02,0
CUST_20435,22,14,8,4/6/2024 12:02,0
CUST_20436,27,8,48,8/25/2023 12:02,1
CUST_20437,24,21,12,2/26/2024 12:02,1
CUST_20438,12,13,2,1/10/2025 12:02,0
CUST_20439,18,25,16,1/14/2024 12:02,0
CUST_20440,45,3,50,3/9/2023 12:02,1
CUST_20441,47,25,43,8/18/2024 12:02,0
CUST_20442,16,8,43,12/19/2023 12:02,0
CUST_20443,4,30,37,3/24/2023 12:02,0
CUST_20444,12,6,11,6/11/2024 12:02,0
CUST_20445,49,11,17,4/16/2024 12:02,1
CUST_20446,33,10,44,5/18/2023 12:02,1
CUST_20447,22,26,54,6/28/2023 12:02,0
CUST_20448,18,27,30,12/12/2024 12:02,0
CUST_20449,48,8,44,1/8/2024 12:02,0
CUST_20450,33,8,8,6/19/2024 12:02,0
CUST_20451,27,23,23,9/2/2023 12:02,1
CUST_20452,42,30,10,5/30/2024 12:02,0
CUST_20453,19,7,6,10/7/2023 12:02,1
CUST_20454,48,19,60,3/10/2024 12:02,1
CUST_20455,14,23,1,3/10/2023 12:02,1
CUST_20456,25,12,59,5/20/2024 12:02,0
CUST_20457,34,3,11,8/30/2023 12:02,1
CUST_20458,24,11,41,10/6/2023 12:02,0
CUST_20459,38,13,23,9/7/2024 12:02,0
CUST_20460,23,16,3,7/15/2024 12:02,0
CUST_20461,5,9,14,9/19/2023 12:02,0
CUST_20462,44,27,13,5/25/2024 12:02,0
CUST_20463,36,16,20,4/20/2023 12:02,0
CUST_20464,24,5,35,4/25/2024 12:02,0
CUST_20465,36,27,52,1/6/2024 12:02,0
CUST_20466,5,8,49,2/6/2025 12:02,0
CUST_20467,39,12,51,5/20/2023 12:02,1
CUST_20468,6,3,15,1/16/2024 12:02,1
CUST_20469,45,3,5,12/20/2023 12:02,0
CUST_20470,36,13,53,12/23/2024 12:02,0
CUST_20471,45,3,41,11/4/2023 12:02,1
CUST_20472,4,29,21,1/1/2025 12:02,0
CUST_20473,10,24,49,11/16/2023 12:02,1
CUST_20474,1,9,46,6/3/2024 12:02,0
CUST_20475,21,29,37,4/8/2024 12:02,0
CUST_20476,40,30,11,10/8/2023 12:02,0
CUST_20477,39,23,7,9/21/2023 12:02,0
CUST_20478,37,1,12,8/16/2023 12:02,1
CUST_20479,3,6,4,10/22/2023 12:02,0
CUST_20480,47,19,23,6/27/2024 12:02,1
CUST_20481,31,16,26,7/1/2024 12:02,0
CUST_20482,27,1,48,1/3/2024 12:02,1
CUST_20483,17,10,60,2/10/2024 12:02,0
CUST_20484,23,30,2,11/17/2023 12:02,0
CUST_20485,13,2,16,9/20/2023 12:02,1
CUST_20486,47,29,34,12/30/2024 12:02,0
CUST_20487,27,28,11,8/15/2024 12:02,1
CUST_20488,20,3,23,3/11/2023 12:02,1
CUST_20489,46,7,51,2/3/2025 12:02,0
CUST_20490,13,6,23,4/4/2023 12:02,0
CUST_20491,44,15,51,11/5/2024 12:02,1
CUST_20492,24,2,54,12/7/2024 12:02,0
CUST_20493,41,28,45,3/30/2023 12:02,1
CUST_20494,3,21,55,10/22/2023 12:02,0
CUST_20495,43,17,53,4/7/2023 12:02,1
CUST_20496,10,19,30,4/11/2024 12:02,0
CUST_20497,1,14,39,4/4/2023 12:02,1
CUST_20498,49,17,45,4/24/2023 12:02,0
CUST_20499,13,19,20,12/4/2023 12:02,0
CUST_20500,14,2,16,8/31/2024 12:02,1
CUST_20501,33,16,49,10/18/2024 12:02,0
CUST_20502,2,20,11,9/9/2024 12:02,0
CUST_20503,2,21,46,8/24/2024 12:02,0
CUST_20504,39,16,31,8/31/2024 12:02,0
CUST_20505,41,3,24,3/12/2023 12:02,1
CUST_20506,31,26,58,3/2/2023 12:02,1
CUST_20507,4,14,26,3/19/2023 12:02,0
CUST_20508,34,21,2,12/20/2024 12:02,1
CUST_20509,19,27,57,8/21/2023 12:02,1
CUST_20510,37,7,15,5/27/2023 12:02,1
CUST_20511,9,10,45,8/9/2024 12:02,0
CUST_20512,24,29,54,2/17/2023 12:02,1
CUST_20513,13,9,45,3/24/2023 12:02,1
CUST_20514,44,8,37,8/20/2024 12:02,0
CUST_20515,30,15,22,8/28/2024 12:02,0
CUST_20516,19,12,26,7/10/2023 12:02,1
CUST_20517,41,28,49,3/29/2023 12:02,1
CUST_20518,10,6,4,3/19/2024 12:02,0
CUST_20519,42,15,6,8/13/2023 12:02,1
CUST_20520,44,15,22,4/23/2023 12:02,0
CUST_20521,14,30,38,9/26/2023 12:02,1
CUST_20522,40,25,23,12/31/2024 12:02,0
CUST_20523,48,8,25,5/9/2024 12:02,0
CUST_20524,49,12,57,3/24/2024 12:02,1
CUST_20525,20,20,3,10/3/2023 12:02,0
CUST_20526,4,27,20,3/12/2024 12:02,0
CUST_20527,38,2,33,2/4/2024 12:02,0
CUST_20528,44,9,60,7/13/2024 12:02,0
CUST_20529,50,22,48,5/9/2024 12:02,0
CUST_20530,39,26,49,8/9/2024 12:02,0
CUST_20531,5,8,20,7/13/2023 12:02,0
CUST_20532,42,8,6,5/16/2023 12:02,0
CUST_20533,32,4,12,7/14/2023 12:02,1
CUST_20534,6,26,44,11/18/2023 12:02,1
CUST_20535,14,5,19,7/26/2023 12:02,0
CUST_20536,6,17,53,2/15/2023 12:02,0
CUST_20537,14,25,48,6/19/2023 12:02,1
CUST_20538,12,7,25,1/12/2024 12:02,0
CUST_20539,27,1,59,7/10/2023 12:02,1
CUST_20540,26,27,49,5/7/2023 12:02,1
CUST_20541,12,10,49,6/7/2023 12:02,1
CUST_20542,8,26,18,2/16/2023 12:02,1
CUST_20543,10,14,15,6/15/2023 12:02,0
CUST_20544,16,19,38,10/23/2023 12:02,0
CUST_20545,26,9,58,1/27/2024 12:02,1
CUST_20546,8,11,27,12/2/2023 12:02,0
CUST_20547,41,27,41,6/1/2023 12:02,0
CUST_20548,45,12,24,7/7/2023 12:02,0
CUST_20549,29,1,43,3/6/2024 12:02,1
CUST_20550,20,22,21,8/11/2023 12:02,0
CUST_20551,17,21,40,5/8/2023 12:02,0
CUST_20552,19,30,37,3/3/2024 12:02,1
CUST_20553,17,20,15,1/17/2025 12:02,1
CUST_20554,39,17,26,9/18/2024 12:02,0
CUST_20555,1,23,10,7/4/2023 12:02,1
CUST_20556,29,1,3,8/21/2024 12:02,1
CUST_20557,14,1,39,4/29/2023 12:02,1
CUST_20558,17,18,29,6/26/2023 12:02,1
CUST_20559,13,9,38,10/29/2024 12:02,0
CUST_20560,29,17,55,11/24/2024 12:02,0
CUST_20561,34,24,5,1/21/2025 12:02,0
CUST_20562,27,13,24,9/22/2023 12:02,0
CUST_20563,46,17,40,1/21/2024 12:02,1
CUST_20564,33,11,59,11/26/2024 12:02,0
CUST_20565,29,17,5,1/7/2024 12:02,1
CUST_20566,37,9,32,7/22/2023 12:02,0
CUST_20567,39,24,26,4/15/2023 12:02,0
CUST_20568,19,14,48,11/14/2023 12:02,0
CUST_20569,46,1,27,8/2/2024 12:02,1
CUST_20570,24,23,12,12/14/2024 12:02,0
CUST_20571,14,8,32,9/5/2024 12:02,1
CUST_20572,47,2,39,11/8/2024 12:02,0
CUST_20573,37,4,36,12/23/2023 12:02,0
CUST_20574,5,18,55,9/15/2023 12:02,0
CUST_20575,24,13,6,7/2/2024 12:02,0
CUST_20576,34,14,44,5/18/2024 12:02,0
CUST_20577,50,22,13,6/14/2024 12:02,1
CUST_20578,31,21,50,5/11/2023 12:02,1
CUST_20579,30,11,31,12/12/2023 12:02,1
CUST_20580,9,11,18,3/8/2023 12:02,1
CUST_20581,27,21,29,3/10/2024 12:02,0
CUST_20582,28,28,10,5/27/2024 12:02,1
CUST_20583,42,30,39,11/4/2023 12:02,0
CUST_20584,26,8,39,6/23/2023 12:02,0
CUST_20585,18,12,3,7/15/2023 12:02,0
CUST_20586,36,29,51,3/12/2024 12:02,0
CUST_20587,8,1,45,2/12/2025 12:02,1
CUST_20588,18,26,18,5/15/2024 12:02,1
CUST_20589,20,16,48,9/30/2023 12:02,0
CUST_20590,32,18,29,12/10/2023 12:02,0
CUST_20591,29,1,42,9/13/2023 12:02,1
CUST_20592,49,20,47,9/11/2024 12:02,0
CUST_20593,48,18,26,7/7/2023 12:02,1
CUST_20594,18,10,54,8/22/2023 12:02,0
CUST_20595,7,11,32,8/4/2024 12:02,0
CUST_20596,1,23,27,7/27/2024 12:02,1
CUST_20597,28,16,11,12/2/2024 12:02,0
CUST_20598,33,28,54,9/15/2023 12:02,0
CUST_20599,50,5,59,8/28/2024 12:02,0
CUST_20600,4,21,41,10/25/2023 12:02,0
CUST_20601,20,1,6,3/8/2023 12:02,1
CUST_20602,36,18,31,8/29/2024 12:02,0
CUST_20603,31,21,8,8/25/2024 12:02,0
CUST_20604,38,7,53,7/3/2023 12:02,0
CUST_20605,28,1,44,1/12/2025 12:02,1
CUST_20606,3,23,24,2/20/2024 12:02,0
CUST_20607,6,27,18,6/20/2024 12:02,0
CUST_20608,45,28,9,6/17/2023 12:02,1
CUST_20609,23,2,22,7/1/2023 12:02,1
CUST_20610,7,2,43,7/18/2023 12:02,1
